id_core,wcpm_easycbmcore.wave1,wcpm_easycbmcore.wave2,wcpm_easycbmcore.wave3,wcpm_easycbmcore.wave4,wcpm_core.wave1,wcpm_core.wave2,wcpm_core.wave3,wcpm_core.wave4,wr_easycbmcore.wave1,wr_easycbmcore.wave2,wr_easycbmcore.wave3,wr_easycbmcore.wave4,secs_easycbmcore.wave1,secs_easycbmcore.wave2,secs_easycbmcore.wave3,secs_easycbmcore.wave4,secs_core.wave1,secs_core.wave2,secs_core.wave3,secs_core.wave4,grade_core,readingcomp_easycbm.spring,sbac_score,sbac_prof,state,gender_state,ethnicity_state,frl_state,sped_state,lep_state,district_core,school_core,date.wave1,date.wave2,date.wave3,date.wave4,npassages_core.wave1,npassages_core.wave2,npassages_core.wave3,npassages_core.wave4
1417,-0,120,27.272727272727273,9.980039920159681,8.708576660111648,11.697604229201618,11.22535812516092,24.535894813735293,1,7,4,31,-Inf,0.5,4.4,30.06,451.13,515.62,407.05,203.52,2,NA,NA,NA,or,Female,White,Y,Y,N,District 1,School C,2018-11-02T17:21:24Z,2018-12-19T18:16:15Z,2019-03-01T17:11:40Z,2019-05-29T16:18:34Z,6,6,5,5
1418,NA,NA,-0,35.313001605136435,NA,NA,13.380905161707469,17.752142342640656,NA,NA,1,15,NA,NA,-Inf,18.69,NA,NA,394.92,741.25,2,NA,NA,NA,or,Female,White,Y,Y,N,District 1,School C,NA,NA,2019-03-01T18:16:39Z,2019-05-29T16:17:40Z,NA,NA,5,9
1419,-0,67.64705882352942,78.60262008733625,-0,24.666381290740475,41.56855050253526,36.61381365719891,54.22727864259465,1,28,66,1,-Inf,20.4,29.77,-Inf,526.04,463.15,564.29,151.77,2,3,NA,NA,or,Female,White,Y,N,N,District 1,School C,2018-11-01T16:56:00Z,2018-12-19T17:38:23Z,2019-03-01T17:58:03Z,2019-05-29T17:06:46Z,9,8,9,4
1420,NA,NA,NA,-0,NA,NA,NA,5.956682560036533,NA,NA,NA,1,NA,NA,NA,-Inf,NA,NA,NA,42.38,2,NA,NA,NA,or,Male,White,Y,Y,N,District 1,School C,NA,NA,NA,2019-05-29T17:02:47Z,NA,NA,NA,1
1422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,or,Male,Hispanic,Y,Y,N,District 1,School C,NA,NA,NA,NA,NA,NA,NA,NA
1423,NA,36.86635944700461,NA,-0,NA,14.392730704832708,NA,26.369110882790544,NA,9,NA,1,NA,6.51,NA,-Inf,NA,688.71,NA,639.9499999999999,2,NA,NA,NA,or,Female,Multi-Racial,Y,N,N,District 1,School C,NA,2018-12-19T17:51:42Z,NA,2019-05-29T16:42:00Z,NA,8,NA,9
1425,-0,-0,-0,173.91304347826087,NA,11.389167752891664,22.39154058925641,35.632843050972866,1,1,1,2,-Inf,-Inf,-Inf,0.69,NA,212.95,651.8399999999999,575.77,2,NA,NA,NA,or,Female,Hispanic,Y,N,N,District 1,School C,2018-11-02T16:04:38Z,2018-12-19T18:07:39Z,2019-03-01T17:08:12Z,2019-05-29T16:49:15Z,NA,3,9,9
1426,119.09949164851126,51.078320090805896,159.76018338917297,NA,123.11051312837354,145.97421378106839,136.72423512119764,NA,85,84,161,NA,41.31,17.62,56.71,NA,232.55,246.26,254.51,NA,4,13,2507,Met,or,Female,White,N,N,N,District 4,School G,2018-10-30T20:24:18Z,2018-12-13T18:33:52Z,2019-02-20T21:18:34Z,NA,8,9,9,NA
1428,126.59235668789809,79.12087912087912,NA,NA,135.57803207311176,157.345876757334,NA,NA,112,33,NA,NA,50.24,4.55,NA,NA,228.4,190.3,NA,NA,4,NA,2628,Met,or,Male,White,Y,N,N,District 4,School G,2018-10-30T20:22:09Z,2018-12-13T18:45:30Z,NA,NA,8,8,NA,NA
1429,NA,-0,182.267749911692,NA,NA,154.28397295387066,160.56172333402367,NA,NA,1,176,NA,NA,-Inf,56.62,NA,NA,189.98,209.99,NA,4,17,2655,Met,or,Female,White,Y,N,N,District 4,School G,NA,2018-12-13T18:39:57Z,2019-02-20T21:14:26Z,NA,NA,8,10,NA
1430,96.88013136288998,46.712802768166085,126.73056443024494,121.32734185966125,87.6152267830985,94.24418094189089,103.73799915170356,109.96073385784638,61,73,125,136,36.54,23.12,56.34,57.86,366.79,344.16,354.87,197.65,4,12,2475,Met,or,Female,Hispanic,Y,N,N,District 4,School G,2018-10-30T20:30:40Z,2018-12-13T18:37:49Z,2019-02-20T21:11:42Z,2019-05-16T20:21:25Z,9,9,10,7
1431,126.22866011381272,NA,179.25649295535564,155.8017069184674,119.30529408578161,NA,128.81970193079363,129.7410172858367,127,NA,178,151,57.99,NA,58.91,55.07,284.3,NA,243.68,242.15,4,14,2497,Met,or,Female,Hispanic,Y,N,N,District 4,School G,2018-10-30T20:25:19Z,NA,2019-02-20T21:16:05Z,2019-05-16T20:20:45Z,9,NA,9,9
1432,70.39711191335739,NA,NA,NA,79.54184002667554,NA,NA,NA,61,NA,NA,NA,44.32,NA,NA,NA,299.14,NA,NA,NA,4,NA,2461,Not Met,or,Female,Hispanic,Y,N,N,District 4,School G,2018-10-30T20:23:27Z,NA,NA,NA,7,NA,NA,NA
1434,-0,214.28571428571428,96.27329192546584,90.53497942386831,70.5774696039578,69.86155351204461,68.17229269392872,94.16785182847501,1,10,41,92,-Inf,1.12,19.32,51.03,255.24,439.86,302.69,295.79,4,8,2338,Not Met,or,Female,Hispanic,Y,N,N,District 4,School G,2018-10-30T20:27:48Z,2018-12-13T18:40:40Z,2019-02-20T21:13:24Z,2019-05-16T20:22:23Z,7,9,9,8
1435,106.41200545702591,46.23287671232877,128.90194638266615,166.29824859717735,108.95627591542608,105.06226163068642,116.28840630659654,116.14313866584861,110,33,130,168,58.64,11.68,54.46,58.81,273.21,336.93,254.77,211.87,4,15,2495,Met,or,Female,Multi-Racial,Y,N,N,District 4,School G,2018-10-30T20:27:56Z,2018-12-13T18:43:34Z,2019-02-20T21:18:34Z,2019-05-16T20:21:44Z,9,9,9,7
1436,NA,39.34987168520102,154.81242573417077,120.93352192362093,126.40794740635297,127.0412003400473,145.58112169249304,95.74298778701946,NA,145,158,157,NA,35.07,58.91,56.56,244.60999999999999,267.48,272.48,178.61,4,16,2650,Met,or,Female,White,N,N,N,District 4,School G,NA,2018-12-13T18:40:39Z,2019-02-20T21:11:38Z,2019-05-16T20:23:17Z,9,9,10,7
1437,77.1349862258953,34.36426116838488,121.22448979591837,102.96411856474259,83.02047695191116,96.1014214337142,97.10326098001958,112.84018717207442,81,34,100,98,54.45,8.73,49,51.28,366.01,362.58,381.35,246.95,4,14,2505,Met,or,Female,White,N,N,N,District 4,School G,2018-10-30T20:28:35Z,2018-12-13T18:31:34Z,2019-02-20T21:16:44Z,2019-05-16T20:17:14Z,9,9,9,8
1438,125.1360174102285,-0,215.45268890401636,174.8559810233819,136.96417249894046,164.80584151948221,177.6305864907644,120.97342885974263,129,1,238,210,55.14,-Inf,58.76,59.02,200.62,26.24,200.17000000000002,175.18,4,15,2576,Met,or,Male,Hispanic,Y,N,N,District 4,School G,2018-10-30T20:22:54Z,2018-12-13T18:41:41Z,2019-02-20T21:13:24Z,2019-05-16T20:18:39Z,8,1,10,6
1439,169.6292534281361,64.171122994652407,227.24184782608694,NA,176.5192850476006,178.62665626983997,201.30050805618998,NA,177,9,229,NA,59.07,1.87,58.88,NA,173.89,204.56,190.53,NA,4,17,2697,Met,or,Male,White,N,N,N,District 4,School G,2018-10-30T20:22:27Z,2018-12-13T18:34:29Z,2019-02-20T21:11:53Z,NA,9,9,10,NA
1440,125.81014105985513,NA,118.80199667221298,133.33333333333334,131.53568722134693,NA,135.2260953539566,143.8832689538523,176,NA,121,132,52.46,NA,60.1,38.25,208.38,NA,235.67000000000002,153.31,4,14,2523,Met,or,Male,White,N,N,N,District 4,School G,2018-10-30T20:26:01Z,NA,2019-02-20T21:10:23Z,2019-05-16T20:22:24Z,9,NA,9,8
1441,167.7690920024053,66.14173228346458,164.10256410256412,NA,131.75042297466496,129.19870556135982,134.44490405699983,NA,96,41,166,NA,33.26,6.35,58.5,NA,258.63,281.48,290.68,NA,4,NA,NA,NA,or,Female,White,Y,N,N,District 4,School G,2018-10-30T20:26:03Z,2018-12-13T18:32:05Z,2019-02-20T21:15:34Z,NA,9,9,10,NA
1442,99.69167523124356,55.26315789473685,140.60387561964848,77.41935483870968,98.86813803285375,105.32388017761843,115.92855734172433,114.55815826876417,102,33,162,7,58.38,7.6,44.38,1.55,287.15,273.23,228.67,198.96,4,7,2365,Not Met,or,Male,Hispanic,Y,Y,N,District 4,School G,2018-10-30T20:27:33Z,2018-12-13T18:34:18Z,2019-02-20T21:20:16Z,2019-05-16T20:20:24Z,9,8,8,8
1443,125.95744680851064,36.36363636363637,-0,182.95543393276,126.48330605693486,114.62259793174657,115.99624238114522,140.98495250205008,86,3,1,174,35.25,1.65,-Inf,51.16,244.49,263.84000000000003,264,127.02000000000001,4,12,NA,NA,or,Male,White,Y,Y,N,District 4,School G,2018-10-30T20:24:46Z,2018-12-13T18:40:26Z,2019-02-20T21:14:18Z,2019-05-16T20:19:13Z,8,9,10,6
1444,136.29215446444172,41.14285714285714,148.90073284477018,182.40620957309184,140.3104407165155,125.51307959709676,160.3443808600402,191.8908273909,152,17,160,168,57.23,8.75,60.04,46.38,213.04,286.31,232.12,37.99,4,13,2535,Met,or,Male,White,N,N,N,District 4,School G,2018-10-30T20:22:34Z,2018-12-13T18:33:57Z,2019-02-20T21:14:36Z,2019-05-16T20:19:11Z,9,9,10,3
1445,111.83983431135657,41.5327564894932,178.43866171003717,161.49068322981367,132.2944355765983,128.6857955653979,134.6807112048971,132.27427964739047,125,123,194,187,57.94,40.45,56.49,57.96,239.83,254.57999999999998,185.63,171.99,4,16,2554,Met,or,Male,White,N,N,N,District 4,School G,2018-10-30T20:24:16Z,2018-12-13T18:40:35Z,2019-02-20T21:13:07Z,2019-05-16T20:20:25Z,9,9,7,8
1446,111.92131592335086,-0,141.45810663764962,134.5715787629227,117.48989511817503,109.40647244357325,123.68253851583614,136.74679896724945,121,1,136,136,58.97,-Inf,55.14,57.07,265.23,336.47,252.71,228.5,4,13,2514,Met,or,Male,Hispanic,Y,N,N,District 4,School G,2018-10-30T20:19:32Z,2018-12-13T18:47:56Z,2019-02-20T21:12:46Z,2019-05-16T20:19:50Z,9,9,9,9
1447,102.07939508506617,20.27027027027027,136.06138107416882,-0,101.08624274474994,108.13799916864146,127.28067448443377,127.64614405206137,110,9,135,1,58.19,2.96,58.65,-Inf,294.61,246.19,250.5,94.08,4,17,2456,Not Met,or,Male,Hispanic,Y,N,N,District 4,School G,2018-10-30T20:23:00Z,2018-12-13T18:43:00Z,2019-02-20T21:10:48Z,2019-05-16T20:21:29Z,9,7,9,4
1448,114.74022677271958,48.08548530721282,160.7361963190184,166.53543307086616,125.85798804760798,166.49005171013343,138.23480551368442,172.40516936258342,117,79,148,144,59.09,22.46,48.9,50.8,250.7,185.84,257.76,163.47,4,8,2480,Met,or,Female,White,N,N,N,District 4,School G,2018-10-30T20:24:09Z,2018-12-13T18:43:52Z,2019-02-20T21:13:38Z,2019-05-16T20:19:21Z,9,8,10,8
1449,93.7335439705108,NA,136.27049180327867,NA,106.80276645349505,NA,125.18846763305176,NA,92,NA,138,NA,56.97,NA,58.56,NA,294.36,NA,309.17,NA,4,10,2417,Not Met,or,Male,White,N,N,N,District 4,School G,2018-10-30T20:23:50Z,NA,2019-02-20T21:12:57Z,NA,9,NA,10,NA
1452,78.79924953095684,88.60175357637286,93.73390557939915,97.07602339181287,75.06478586418582,77.74271776404599,82.0057553585195,85.46568899587122,54,64,94,84,37.31,43.34,58.25,51.3,417.26,436.75,456.35,363.57,3,17,2503,Met,or,Male,White,Y,N,N,District 4,School G,2018-11-07T18:34:54Z,2018-12-13T22:13:19Z,2019-03-04T22:32:07Z,2019-05-29T20:09:25Z,9,9,10,9
1453,-0,99.27611168562564,119.86430456087447,121.07851449889775,101.18613702470606,93.63989631437478,106.11073999663898,110.4593962318788,1,97,116,123,-Inf,58.02,53.06,58.97,86.94999999999999,365.29,429.08,266.96,3,16,2457,Met,or,Male,White,Y,N,N,District 4,School G,2018-11-07T18:37:59Z,2018-12-13T22:02:40Z,2019-03-04T22:09:46Z,2019-05-29T20:06:17Z,3,9,12,9
1455,50.20920502092051,45.96443228454173,82.83582089552239,64.14253897550111,31.873019346666084,46.30581408617032,51.95712604247461,60.02104229045977,54,43,43,58,33.46,36.55,26.8,44.9,537.16,447.66,607.81,354.63,3,8,2284,Not Met,or,Female,White,N,Y,N,District 4,School G,2018-11-08T18:29:12Z,2018-12-13T22:17:03Z,2019-03-04T22:04:39Z,2019-05-29T20:07:54Z,8,9,11,8
1456,99.2712231632854,97.62071378586424,115.97281223449448,114.66458658346333,73.72699515717908,82.15553405894843,96.77631815861571,99.4330742243669,84,94,92,106,50.77,57.16,47.08,51.28,423.58,405.49,453.3,310.74,3,6,2287,Not Met,or,Female,Hispanic,Y,N,N,District 4,School G,2018-11-07T18:42:55Z,2018-12-13T22:12:05Z,2019-03-04T22:12:01Z,2019-05-29T20:03:15Z,9,9,12,9
1457,52.01342281879195,60.42296072507553,92.57142857142857,84.93904836806921,52.20495203002438,60.819152077578046,69.38523611321698,72.19154125111733,38,32,101,79,35.76,19.86,52.5,50.86,453.28999999999996,376.97999999999996,544.23,356.52,3,10,2310,Not Met,or,Male,White,N,N,N,District 4,School G,2018-11-08T18:35:22Z,2018-12-13T22:03:52Z,2019-03-04T22:36:47Z,2019-05-29T20:12:13Z,9,9,12,9
1458,118.98344243357721,122.06896551724138,117.06315249015917,130.21012745435755,105.37559105190178,117.01844083177772,102.61125181810759,137.9004104484278,105,121,120,129,51.94,58,58.43,58.06,305.09000000000003,207.63,437.42,200.9,3,11,2406,Not Met,or,Female,White,N,N,N,District 4,School G,2018-11-08T18:31:13Z,2018-12-13T21:59:15Z,2019-03-04T22:13:45Z,2019-05-29T20:07:37Z,9,7,12,8
1459,129.71342383107088,133.71602228600372,132.1762349799733,172.61804027754272,142.89809516181657,130.61928860931826,148.21099469225487,173.75983457301012,132,135,134,171,59.67,59.23,59.92,59.09,227.28,252.76,309.9,174.46,3,18,2522,Met,or,Female,White,N,N,N,District 4,School G,2018-11-07T18:36:32Z,2018-12-13T22:12:31Z,2019-03-04T22:06:33Z,2019-05-29T20:04:06Z,9,9,12,9
1460,110.42311661506709,92.51101321585904,NA,122.63513513513513,97.78686626230262,88.39049523222519,83.42541192654241,117.79451723887375,107,77,NA,127,58.14,49.94,NA,59.2,336.13,309.1,270.26,253.34,3,17,2475,Met,or,Female,White,Y,N,N,District 4,School G,2018-11-08T18:28:19Z,2018-12-13T21:59:32Z,NA,2019-05-29T20:11:02Z,9,7,7,9
1461,80.79625292740047,90.85252022401991,95.91230874628911,109.37000319795331,63.70635149033846,82.93165342300325,90.03456118899393,80.78497840275594,70,74,77,70,51.24,48.21,43.79,31.27,404.94,281.77,424.98,351.71999999999997,3,9,2356,Not Met,or,Male,White,Y,Y,N,District 4,School G,2018-11-07T18:40:24Z,2018-12-13T22:09:26Z,2019-03-04T22:21:32Z,2019-05-29T20:14:24Z,8,7,12,9
1462,79.88587731811697,70.13258897418004,87.82272819678796,78.10650887573965,60.232773609333485,72.06456170655083,60.59236199871638,72.93353799029828,67,77,77,94,42.06,57.32,49.19,59.15,483.52,223.5,624.65,378.67,3,15,2374,Not Met,or,Male,White,N,N,N,District 4,School G,2018-11-07T18:43:00Z,2018-12-13T22:07:12Z,2019-03-04T22:10:47Z,2019-05-29T20:10:12Z,9,5,11,9
1463,147.83347493627866,123.44839313041999,140.4647983595352,NA,134.39166159560227,125.86388438313706,116.515263589341,NA,151,121,146,NA,58.85,58.81,58.52,NA,238.75,264.57,302.74,NA,3,18,2537,Met,or,Female,White,Y,N,N,District 4,School G,2018-11-09T20:40:02Z,2018-12-13T22:10:03Z,2019-03-04T22:09:00Z,NA,9,9,10,NA
1464,118.26697892271663,120.81911262798634,152.7415143603133,137.83044667274385,106.1418107043846,105.00973548921687,112.58724116247681,115.92732334595652,103,128,99,131,51.24,58.6,30.64,54.85,301.09,272.44,373.12,244.97,3,11,NA,NA,or,Male,White,N,N,N,District 4,School G,2018-11-08T18:28:13Z,2018-12-13T22:13:43Z,2019-03-04T22:27:44Z,2019-05-29T20:13:49Z,9,8,11,9
1465,91.93445413917854,118.87655127367734,113.53562904875555,137.90737564322473,91.04921695464672,99.4632500562169,113.32055504314874,117.82866242878247,73,98,114,135,46.99,45.93,58.66,58.3,366.77,352.83,412.87,259.26,3,15,2503,Met,or,Male,White,Y,N,N,District 4,School G,2018-11-07T18:34:59Z,2018-12-13T21:56:57Z,2019-03-04T22:30:16Z,2019-05-29T20:06:17Z,9,9,12,9
1466,112.81865847043933,108.6880056278579,128.32080200501252,122.1975012835872,100.66995259040237,104.75908984313041,117.27836094392983,111.42987132421617,105,108,131,120,55.31,56.86,59.85,58.43,329.40999999999997,337.05,379.77,259.64,3,19,2465,Met,or,Female,White,N,N,N,District 4,School G,2018-11-07T18:39:23Z,2018-12-13T22:15:29Z,2019-03-04T22:11:51Z,2019-05-29T20:03:08Z,9,9,12,9
1467,175.15274949083502,209.02694353869916,203.30325217095182,190.39623908663532,172.21552999906578,159.4431877274825,165.58430412844828,180.66969392401413,179,205,207,198,58.92,58.27,58.73,59.56,171.5,219.59,257.55,163.6,3,19,2599,Met,or,Female,White,N,N,N,District 4,School G,2018-11-07T18:37:49Z,2018-12-13T22:08:58Z,2019-03-04T22:06:35Z,2019-05-29T20:04:32Z,8,9,12,9
1468,123.66812227074234,147.22031571722718,141.37989489744024,149.94899693981637,121.90027776502951,119.86022987126493,137.37644732879798,130.06799195125419,118,144,140,153,57.25,58.28,58.99,58.82,268.31,258.68,312.06,238.28,3,13,2505,Met,or,Male,White,Y,N,N,District 4,School G,2018-11-08T18:32:21Z,2018-12-13T22:03:19Z,2019-03-04T22:31:00Z,2019-05-29T20:02:39Z,9,8,11,9
1469,99.77989728539985,98.66102889358703,NA,125.49697493517718,76.28803575629381,93.49554004818889,NA,106.92773929597823,72,72,NA,121,40.89,42.57,NA,57.85,325.01,328.39,NA,278.77,3,14,2336,Not Met,or,Female,White,Y,Y,N,District 4,School G,2018-11-07T18:41:49Z,2018-12-13T22:15:13Z,NA,2019-05-29T20:12:28Z,8,8,NA,9
1470,118.32820698389723,107.01685613484908,108.95224260032685,NA,106.72808040981573,96.46197511670174,107.04283810106334,NA,118,95,102,NA,55.27,51.02,55.07,NA,226.67000000000002,252.12,402.95,NA,3,NA,2380,Not Met,or,Male,White,N,N,N,District 4,School G,2018-11-08T18:27:17Z,2018-12-13T22:11:12Z,2019-03-04T22:26:27Z,NA,7,8,12,NA
1471,103.73608903020667,128.0724450194049,112.5,102.17391304347825,96.72049311597766,84.26617861156114,109.75632385060025,121.26714174479343,90,40,99,107,50.32,15.46,48,55.2,313.85,296.67,308.5,220.22,3,16,2491,Met,or,Male,White,N,N,N,District 4,School G,2018-11-07T18:40:24Z,2018-12-13T22:06:50Z,2019-03-04T22:17:53Z,2019-05-29T20:03:06Z,9,8,11,8
1472,84.94050061551087,100.90028877187022,95.21896343913218,113.67981922475231,80.02731939607007,90.33106864114173,70.0822335137628,96.85576338751129,77,102,94,113,48.74,58.87,49.78,57.53,375.08,346.15,373.3,301.57,3,13,2365,Not Met,or,Male,White,N,N,N,District 4,School G,2018-11-08T18:27:54Z,2018-12-13T22:15:53Z,2019-03-04T22:10:41Z,2019-05-29T20:16:12Z,9,8,9,9
1473,114.72480343102217,125.65445026178011,99.9462654486835,100.83141694675393,100.2887673868501,93.82840188442155,96.77655518211256,107.33851321312522,112,32,94,105,55.96,15.28,55.83,56.53,304.61,351.04,443.94,238.18,3,15,2432,Met,or,Male,White,N,N,N,District 4,School G,2018-11-07T18:35:49Z,2018-12-13T22:09:02Z,2019-03-04T22:18:34Z,2019-05-29T20:14:30Z,9,9,11,8
1474,113.86561805436827,127.61578044596914,130.61650992685475,143.77974167233174,117.69935659644075,108.67099799620716,120.17878217401224,132.67126122230246,112,129,131,148,58.49,58.3,57.42,58.84,239.62,312.68,369.40999999999997,215.70999999999998,3,17,2472,Met,or,Female,White,N,N,N,District 4,School G,2018-11-08T18:28:21Z,2018-12-13T22:04:20Z,2019-03-04T22:11:21Z,2019-05-29T20:03:31Z,8,9,12,9
1476,121.0951210951211,111.645410830023,106.17696160267113,122.74618585298197,105.86259904914402,122.62664037644157,121.60560605042213,131.46480373800526,120,89,109,123,56.98,47.83,59.9,57.68,298.95,221.79999999999998,357.94,228.32,3,14,NA,NA,or,Female,White,N,N,N,District 4,School G,2018-11-08T18:32:18Z,2018-12-13T22:03:29Z,2019-03-04T22:03:57Z,2019-05-29T20:11:54Z,9,7,12,9
1477,115.86998087954112,88.64864864864865,96.82867329705385,124.29132141299608,90.30455948299023,95.24349242324773,109.47739068038452,96.4933589143491,106,88,91,102,52.3,55.5,53.29,45.86,334.78999999999996,330.89,425.7,286.15,3,20,2530,Met,or,Male,White,N,N,N,District 4,School G,2018-11-07T18:34:33Z,2018-12-13T21:59:04Z,2019-03-04T22:18:08Z,2019-05-29T20:18:09Z,9,9,12,9
1478,132.20338983050848,111.22448979591837,127.88444601021666,136.4341085271318,124.23715746537788,124.43679671888403,120.88969279691766,139.67158629370428,132,110,124,135,59,58.8,56.77,58.05,255.77,279.08,366.40999999999997,210.91,3,19,2514,Met,or,Male,White,N,N,N,District 4,School G,2018-11-08T18:29:18Z,2018-12-13T22:13:01Z,2019-03-04T22:07:57Z,2019-05-29T20:01:57Z,9,9,12,9
1479,99.93425378040762,93.11348205625606,81.6976127320955,127.41312741312741,83.49470545669546,93.05971833212024,96.5683929826638,98.55231245769865,82,65,83,71,45.63,41.24,56.55,31.08,348.15000000000003,338.27,481.23,265.59,3,18,2466,Met,or,Female,White,N,N,N,District 4,School G,2018-11-08T18:32:48Z,2018-12-13T22:05:49Z,2019-03-04T22:22:22Z,2019-05-29T20:02:02Z,9,9,12,8
1480,144.82406935237125,125.49697493517718,134.84285231497128,156.79619888002716,136.3997483956987,134.4561048853844,137.2289844189404,147.91426825010706,147,128,135,161,58.83,57.85,59.18,58.93,229.45,246.88,293.89,127.66,3,17,2434,Met,or,Female,White,N,N,N,District 4,School G,2018-11-07T18:37:23Z,2018-12-13T22:12:06Z,2019-03-04T22:21:06Z,2019-05-29T20:01:23Z,9,9,11,6
1481,146.04255319148936,NA,142.39036973344798,-0,139.88157187472711,NA,147.93474930728348,154.34451351495431,147,NA,150,1,58.75,NA,58.15,-Inf,209.38,NA,264.23,167.84,3,16,2589,Met,or,Female,White,N,N,N,District 4,School G,2018-11-08T18:30:46Z,NA,2019-03-04T22:27:37Z,2019-05-29T20:01:16Z,8,NA,11,8
1707,-0,-0,-0,-0,20.42344163879518,26.048439098601737,27.805523867991656,35.56276558307806,1,1,1,1,-Inf,-Inf,-Inf,-Inf,92.28999999999999,58.8,56.45,178.45999999999998,2,9,NA,NA,or,Male,White,Y,Y,N,District 4,School F,2018-11-07T17:12:29Z,2018-12-14T21:04:20Z,2019-03-06T17:12:05Z,2019-05-14T16:31:52Z,2,2,2,5
1708,-0,81.37432188065098,168.22429906542055,134.10237923576065,24.94738063202747,47.799255980502046,69.59617459518945,107.50853584634746,1,28,4,134,-Inf,11.06,1.07,55.48,63.42999999999999,126.87,38.46,230.68,2,11,NA,NA,or,Female,White,Y,N,N,District 4,School F,2018-11-07T17:10:14Z,2018-12-14T21:02:43Z,2019-03-06T17:13:05Z,2019-05-14T16:28:09Z,2,4,2,8
1709,77.07808564231738,54.808171400099646,63.984488608822105,NA,77.66145995874211,67.81894798092742,50.67945381675302,NA,71,88,39,NA,39.7,60.21,20.63,NA,174.02,271.21999999999997,223.27,NA,2,12,NA,NA,or,Female,White,N,N,N,District 4,School F,2018-11-07T17:09:04Z,2018-12-14T21:07:51Z,2019-03-06T17:13:54Z,NA,5,7,6,NA
1711,-0,30.3030303030303,22.058823529411764,20.842379504993485,18.90546797783294,38.084677350466194,33.560214570196855,23.652690883460085,1,42,39,24,-Inf,43.56,32.64,23.03,497.13,454.71000000000004,394.25,221.43,2,8,NA,NA,or,Male,Hispanic,Y,N,Y,District 4,School F,2018-11-07T17:08:38Z,2018-12-14T21:03:59Z,2019-03-06T17:12:41Z,2019-05-14T16:32:50Z,7,8,7,4
1712,56.23100303951369,52.711606690319314,98.59637110578569,NA,48.559788585775415,60.06905746814764,74.7214339368032,NA,45,72,112,NA,39.48,59.19,58.42,NA,520.87,457.89,400.29,NA,2,11,NA,NA,or,Female,Hispanic,Y,N,N,District 4,School F,2018-11-07T17:15:57Z,2018-12-14T21:03:01Z,2019-03-06T17:12:11Z,NA,9,9,10,NA
1713,-0,-0,-0,NA,16.518483082170132,18.946054814642864,23.2298893631463,NA,1,1,1,NA,-Inf,-Inf,-Inf,NA,299.33,259.38,303.46,NA,2,7,NA,NA,or,Female,Hispanic,Y,N,Y,District 4,School F,2018-11-07T17:13:54Z,2018-12-14T21:06:47Z,2019-03-06T17:19:52Z,NA,5,4,5,NA
1715,72.86108555657773,84.66757123473542,50.42016806722689,-0,71.44953068511126,54.88338423696118,63.78112452793229,47.116912129576114,94,65,18,1,54.35,36.85,5.95,-Inf,250.32999999999998,311.38,58.53,230.28,2,9,NA,NA,or,Male,Multi-Racial,N,N,N,District 4,School F,2018-11-07T17:10:37Z,2018-12-14T21:03:39Z,2019-03-06T17:11:27Z,2019-05-14T16:26:25Z,7,7,2,6
1716,-0,37.41648106904232,-0,17.094017094017094,22.00733371453058,32.142033904441234,31.918569994881736,70.68329022876725,1,31,1,2,-Inf,22.45,-Inf,3.51,387.19,226.72,349.91,307.91,2,11,NA,NA,or,Female,White,N,N,N,District 4,School F,2018-11-07T17:15:27Z,2018-12-14T21:06:57Z,2019-03-06T17:15:49Z,2019-05-14T16:34:56Z,8,5,8,8
1717,-0,-0,-0,NA,3.931682541616544,11.221668290953886,10.819678321564101,NA,1,1,1,NA,-Inf,-Inf,-Inf,NA,146.31,70.83,64.1,NA,2,6,NA,NA,or,Male,Hispanic,Y,N,Y,District 4,School F,2018-11-07T17:24:13Z,2018-12-14T21:11:45Z,2019-03-06T17:26:32Z,NA,2,1,1,NA
1718,48.51752021563342,100.93457943925235,-0,-0,21.373700900176303,18.11729227043205,36.68674789876843,25.329387707618267,36,27,1,1,18.55,10.7,-Inf,-Inf,218.6,208.01,56.62,113.99000000000001,2,10,NA,NA,or,Male,Hispanic,Y,N,Y,District 4,School F,2018-11-07T17:09:46Z,2018-12-14T21:04:42Z,2019-03-06T17:17:20Z,2019-05-14T16:31:08Z,6,6,2,3
1719,-0,-0,17.241379310344826,69.88564167725539,16.155298400402888,25.20153922335426,48.62505111217335,70.02407052285598,1,1,5,71,-Inf,-Inf,3.48,47.22,494.18,320.18,188.7,410.48,2,12,NA,NA,or,Female,White,N,N,N,District 4,School F,2018-11-07T17:15:45Z,2018-12-14T21:06:24Z,2019-03-06T17:10:55Z,2019-05-14T16:34:58Z,7,6,4,9
1720,40.83855159270352,75.27579493835172,83.62369337979095,88.309503784693,29.94292114102608,61.82117103873539,29.525053582856717,58.42167695998069,51,66,39,102,36.73,46.23,20.09,47.56,218.54,400.73,344.35,275.15,2,12,NA,NA,or,Male,Hispanic,N,N,N,District 4,School F,2018-11-07T17:11:41Z,2018-12-14T21:01:20Z,2019-03-06T17:16:49Z,2019-05-14T16:27:11Z,5,9,8,7
