id_core,wcpm_easycbmcore.wave1,wcpm_easycbmcore.wave2,wcpm_easycbmcore.wave3,wcpm_easycbmcore.wave4,wcpm_core.wave1,wcpm_core.wave2,wcpm_core.wave3,wcpm_core.wave4,wr_easycbmcore.wave1,wr_easycbmcore.wave2,wr_easycbmcore.wave3,wr_easycbmcore.wave4,secs_easycbmcore.wave1,secs_easycbmcore.wave2,secs_easycbmcore.wave3,secs_easycbmcore.wave4,secs_core.wave1,secs_core.wave2,secs_core.wave3,secs_core.wave4,grade_core,readingcomp_easycbm.spring,sbac_score,sbac_prof,state,gender_state,ethnicity_state,frl_state,sped_state,lep_state,district_core,school_core,date.wave1,date.wave2,date.wave3,date.wave4,npassages_core.wave1,npassages_core.wave2,npassages_core.wave3,npassages_core.wave4
192,61.365059486537255,121.21212121212122,130.87474702046325,NA,74.53728170131846,77.50820005991358,99.04186781639751,NA,49,72,100,NA,47.91,35.64,44.47,NA,405.18,402.69,452,NA,3,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-26T20:18:54Z,2017-12-01T21:14:00Z,2018-02-14T19:02:57Z,NA,9,8,12,NA
195,140.1238041643219,159.64523281596453,122.96374146085128,169.61852861035422,138.92939471233208,137.4469441803442,129.87268307789856,144.27600863445204,95,147,158,191,35.54,49.61,57.09,58.72,154.35,199.98,205.01,192.98,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-26T20:11:43Z,2017-12-01T21:11:33Z,2018-02-14T16:44:11Z,2018-05-01T15:17:10Z,8,9,9,9
856,1.1641443538998837,-0,NA,NA,NA,63.77489995175512,NA,NA,5,1,NA,NA,51.54,-Inf,NA,NA,NA,116.37,NA,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-08T21:16:43Z,2017-12-13T21:01:10Z,NA,NA,NA,4,NA,NA
859,125.79281183932348,-0,132.1038765525028,NA,118.60622436021946,101.2067910083969,129.52443534813085,NA,121,1,142,NA,56.76,-Inf,53.14,NA,225.34,357.02,248.7,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-08T21:14:06Z,2017-12-13T21:05:13Z,2018-03-22T17:52:25Z,NA,7,9,10,NA
863,106.95802185163886,123.74886260236579,143.0517711171662,NA,119.02531425720586,124.3244430559692,133.69193714195015,NA,102,71,143,NA,52.17,32.97,58.72,NA,251.5,291.51,272,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-08T21:14:51Z,2017-12-13T21:00:22Z,2018-03-22T17:51:23Z,NA,9,9,10,NA
1199,105.40915395284328,NA,NA,NA,60.45222738653582,NA,NA,NA,46,NA,NA,NA,21.63,NA,NA,NA,353.71000000000004,NA,NA,NA,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-24T16:30:54Z,NA,NA,NA,8,NA,NA,NA
1240,NA,152.93913646610022,164.09901332871732,190.4176904176904,NA,182.08011778978832,156.3718162789771,178.9316161292348,NA,162,214,177,NA,57.67,57.77,48.84,NA,194.31,202.5,165.26,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,NA,2017-12-07T17:38:58Z,2018-02-21T16:16:45Z,2018-05-18T20:47:29Z,NA,9,9,9
1252,125.57427258805512,149.16550764951322,NA,NA,143.32142128330992,125.52764375875776,NA,NA,128,163,NA,NA,58.77,57.52,NA,NA,197.07,231.13,NA,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-07T21:18:39Z,2017-12-07T17:38:18Z,NA,NA,9,8,NA,NA
1253,77.79111644657864,102.64721772015127,-0,NA,86.65681680647228,98.56314868633261,101.82357723492926,NA,65,97,1,NA,41.65,55.53,-Inf,NA,362.18,249.96,310.96,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-07T21:21:54Z,2017-12-07T17:39:23Z,2018-02-21T16:13:54Z,NA,9,6,8,NA
1256,-0,-0,NA,NA,30.626997922004794,16.341059109816335,NA,NA,1,1,NA,NA,-Inf,-Inf,NA,NA,122.72,66.31,NA,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-07T21:18:16Z,2017-12-07T17:45:35Z,NA,NA,2,1,NA,NA
987,51.66981726528041,106.62358642972536,106.66666666666667,NA,91.4872645102966,100.75042754043751,104.41739926207357,NA,69,100,102,NA,47.61,55.71,56.25,NA,288.39,343.14,434.24,NA,3,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,2017-10-31T17:11:40Z,2017-12-06T18:27:33Z,2018-02-14T16:27:22Z,NA,8,9,12,NA
25,147.3145780051151,138.56342333163525,125.55290915277305,192.096048024012,137.17355181489881,140.86804987983666,144.49049536937815,169.42634899149004,177,186,187,155,58.65,58.89,58.78,39.98,202.75,219.31,205.49,62.69,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-25T16:29:08Z,2017-11-29T18:21:34Z,2018-02-28T19:11:50Z,2018-05-11T19:59:32Z,9,9,9,3
32,-0,-0,-0,-0,NA,27.82092155464299,NA,NA,1,1,1,1,-Inf,-Inf,-Inf,-Inf,NA,32.96,NA,NA,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-25T16:21:20Z,2017-11-29T19:01:59Z,2018-02-28T19:23:29Z,2018-05-11T19:56:54Z,NA,1,NA,NA
43,-0,-0,NA,86.52657601977751,NA,25.29745922600893,NA,66.28497144457324,1,1,NA,82,-Inf,-Inf,NA,48.54,NA,402.54,NA,222.67,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-25T16:32:12Z,2017-11-29T18:20:56Z,NA,2018-05-11T19:58:00Z,NA,8,NA,6
54,66.94560669456067,46.97776385844034,NA,139.61407491486946,75.86936377331311,39.23090552643312,NA,83.25144309889096,34,55,NA,41,28.68,31.93,NA,17.62,393,32.13,NA,320.81,3,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-27T15:46:46Z,2017-12-07T19:03:18Z,NA,2018-05-10T18:35:12Z,9,1,NA,9
63,57.57052389176742,93.81818181818183,NA,NA,49.58730648097918,60.1711685549527,NA,NA,54,43,NA,NA,52.11,27.5,NA,NA,357.07,264.52,NA,NA,3,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-27T15:59:39Z,2017-12-07T19:42:42Z,NA,NA,7,5,NA,NA
104,62.98200514138817,43.021032504780116,55.900621118012424,60.08010680907877,43.01993473093522,41.85469289895805,55.70200637419585,64.28442857907308,51,33,56,54,46.68,41.84,57.96,44.94,505.77,485.34999999999997,537.01,470.96000000000004,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-24T18:18:41Z,2017-11-30T20:39:23Z,2018-03-12T18:19:45Z,2018-05-02T16:22:42Z,8,7,9,9
111,-0,77.71748643444775,197.4871704123164,97.14484679665739,53.95816268530291,67.76443514744014,75.8840052285251,76.37020958181047,1,76,98,99,-Inf,57.13,56.51,57.44,43.83,449.32,400.77,372.52,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-24T16:27:49Z,2017-11-30T20:35:45Z,2018-03-23T16:14:27Z,2018-05-02T16:19:00Z,1,9,9,9
113,30.597137687119595,50.717515234912526,78.15188006881299,82.11027370091233,16.193392695584738,42.992737843754,54.55902637740029,68.48197512528253,55,52,63,84,60.79,50.87,40.69,50.42,431.39,486.23,501.51,465.86,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-24T18:17:50Z,2017-11-30T20:43:43Z,2018-03-12T18:14:50Z,2018-05-02T16:16:24Z,6,7,9,9
115,74.98411353526795,112.74823830877644,144.5306055106418,175.8391548815812,92.38058341604014,118.26541707263328,147.72385789105314,148.73295282566244,62,92,150,180,47.21,46.83,60.61,58.69,301.86,260.49,257.44,214.57999999999998,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-24T16:27:59Z,2017-11-30T20:35:25Z,2018-03-12T18:15:32Z,2018-05-02T16:20:59Z,8,9,10,9
116,230.76923076923077,112.93837923518923,126.66953899181387,153.7932220884225,36.349473700539136,114.27553089318518,123.93671896324355,129.30448045552015,5,105,111,162,0.26,50.47,46.42,58.13,45.620000000000005,267.43,218.54,222.12,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-24T16:23:49Z,2017-11-30T20:35:19Z,2018-03-12T18:11:14Z,2018-05-02T16:21:26Z,2,9,8,8
182,124.72932005197056,118.939883645766,149.4442157266365,89.21933085501858,103.2978419757485,114.87861520046799,122.9548175879951,121.48350800764919,98,92,122,70,46.18,46.41,48.58,45.73,278.19,287.12,300.03000000000003,256.03,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-26T20:11:14Z,2017-12-01T18:59:14Z,2018-02-14T16:44:50Z,2018-05-01T15:16:43Z,9,9,10,9
185,94.97326203208556,-0,131.40943055913422,NA,83.32234463176353,101.77680475674292,115.99479031611612,NA,76,1,93,NA,46.75,-Inf,38.81,NA,350.19,279.51,278.87,NA,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-26T20:14:07Z,2017-12-01T19:05:24Z,2018-02-14T16:44:03Z,NA,9,9,10,NA
187,90.19607843137254,82.29066410009625,117.92733770101252,100.32573289902281,89.86649731592456,78.12491624322396,93.2815095038893,97.04843965679154,78,65,105,99,45.9,41.56,50.37,46.05,315.45,321,350.85,274.32,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-26T20:13:51Z,2017-12-01T21:13:09Z,2018-02-14T16:49:43Z,2018-05-01T15:16:48Z,9,8,10,8
193,115.42534415813626,145.85168222652808,148.77717391304347,155.70934256055364,127.81124723117387,143.90332361143018,151.9461557735343,155.74072131525062,112,155,152,155,56.66,56.77,58.88,57.8,238.64,212.94,250.54000000000002,209.92,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-26T20:15:31Z,2017-12-01T21:10:06Z,2018-02-14T16:45:33Z,2018-05-01T15:16:26Z,9,9,10,9
197,79.7598627787307,88.29787234042554,107.48273931703675,101.17526826775676,66.72667847255676,87.14171740662772,91.09453680445495,76.6903830261619,65,96,106,105,46.64,56.4,53.59,58.71,385.89,344.01,450.45,369.81,3,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-10-26T20:14:48Z,2017-12-01T21:15:53Z,2018-02-14T19:02:33Z,2018-05-01T15:23:01Z,8,8,11,9
867,47.61904761904763,NA,101.27737226277372,NA,78.50980650162919,NA,98.23747754553213,NA,60,NA,41,NA,32.76,NA,21.92,NA,266.22,NA,282.8,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-08T21:17:31Z,NA,2018-03-22T17:56:46Z,NA,7,NA,7,NA
878,NA,NA,68.44106463878326,NA,NA,NA,20.61316022722987,NA,NA,NA,11,NA,NA,NA,7.89,NA,NA,NA,555.07,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,NA,NA,2018-03-22T18:03:35Z,NA,NA,NA,9,NA
1201,NA,NA,-0,-0,9.158655391931878,NA,28.82210447611288,29.746063180674156,NA,NA,1,1,NA,NA,-Inf,-Inf,410.6,NA,442.57,257.11,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,NA,NA,2018-03-12T18:16:12Z,2018-05-02T16:25:49Z,6,NA,6,6
1231,89.14728682170544,122.7471992206527,-0,NA,92.77034233504801,80.93739629843476,80.76596438146204,NA,77,90,1,NA,46.44,41.06,-Inf,NA,199.83,257.71,320.29,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-07T21:16:15Z,2017-12-07T17:36:06Z,2018-02-21T16:13:55Z,NA,7,7,7,NA
1232,1000,65.87976942080704,66.57963446475196,73.1220917349878,39.601358768941076,45.50605779692087,47.331423336046804,64.52686211451368,3,50,61,63,0.06,36.43,45.96,45.13,334.73,566.39,585.71,406.88,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-07T21:27:48Z,2017-12-07T17:38:53Z,2018-02-21T16:28:06Z,2018-05-18T20:51:22Z,6,9,10,9
1237,117.64705882352942,NA,156.8561308821049,NA,115.83041338205726,NA,140.86701232761249,NA,38,NA,166,NA,17.34,NA,59.29,NA,178.78,NA,270.32,NA,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-07T21:22:08Z,NA,2018-02-21T16:25:01Z,NA,7,NA,10,NA
1242,62.176165803108816,71.00591715976331,86.43302515588046,64.84893146647016,48.9332629871927,57.515627401362785,60.06196815832683,68.67350918718735,24,27,67,53,15.44,21.97,46.51,40.71,252.89,265.12,439.99,183.15,4,NA,NA,NA,or,NA,NA,NA,NA,NA,District 3,School A,2017-11-07T21:25:03Z,2017-12-07T17:38:06Z,2018-02-21T16:26:11Z,2018-05-18T20:51:04Z,6,7,10,5
803,NA,NA,145.1363870303654,69.84126984126983,NA,NA,130.16161623096528,39.74160488038688,NA,NA,158,24,NA,NA,58.29,9.45,NA,NA,282,73.24,2,NA,NA,NA,or,Male,Hispanic,Y,Y,N,District 1,School C,NA,NA,2018-02-12T19:44:15Z,2018-06-04T18:50:25Z,NA,NA,10,3
804,NA,NA,-0,NA,NA,NA,22.42180369438157,NA,NA,NA,1,NA,NA,NA,-Inf,NA,NA,NA,258.6,NA,2,NA,NA,NA,or,Male,Hispanic,Y,Y,N,District 1,School C,NA,NA,2018-03-14T16:13:18Z,NA,NA,NA,5,NA
805,NA,NA,95.96662030598053,105.87502594976125,NA,NA,80.2227385034625,97.15812743285026,NA,NA,77,95,NA,NA,43.14,48.17,NA,NA,433.65000000000003,319.87,2,NA,NA,NA,or,Male,Hispanic,Y,N,Y,District 1,School C,NA,NA,2018-03-14T16:53:32Z,2018-06-04T18:50:47Z,NA,NA,10,9
806,NA,NA,87.53861997940268,115.14736120630569,NA,NA,84.64131437938863,92.20089917834756,NA,NA,87,115,NA,NA,58.26,58.36,NA,NA,434.79,333.89,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,NA,NA,2018-02-12T19:44:03Z,2018-06-04T18:56:09Z,NA,NA,10,9
807,NA,NA,69.164265129683,NA,NA,NA,43.54762860128355,NA,NA,NA,66,NA,NA,NA,48.58,NA,NA,NA,662.6,NA,2,NA,NA,NA,or,Female,Hispanic,Y,N,N,District 1,School C,NA,NA,2018-03-14T16:10:15Z,NA,NA,NA,10,NA
808,NA,NA,NA,56.84894423389281,NA,NA,NA,58.58548310644769,NA,NA,NA,38,NA,NA,NA,36.94,NA,NA,NA,435.22,2,NA,NA,NA,or,Male,Hispanic,Y,N,N,District 1,School C,NA,NA,NA,2018-06-04T18:51:24Z,NA,NA,NA,8
809,NA,90.03334568358652,130.22351797862,129.34131736526945,NA,89.94110643740625,106.58476525194015,128.6807711408076,NA,82,70,130,NA,53.98,30.87,58.45,NA,373.74,334.62,233.4,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,NA,2017-12-05T17:13:50Z,2018-02-12T19:44:43Z,2018-06-04T18:53:01Z,NA,9,10,8
811,87.8048780487805,97.04918032786885,128.04148384523336,127.91572610985703,81.81696189038307,92.31278093390632,98.7911577510736,96.26667347430345,84,79,108,86,55.35,45.75,50.14,39.87,358.87,360.95,361.05,333.13,2,NA,NA,NA,or,Female,Hispanic,Y,N,N,District 1,School C,2017-11-02T16:13:37Z,2017-12-05T17:10:23Z,2018-02-15T17:00:06Z,2018-06-04T18:56:09Z,9,9,10,9
812,139.48682624418805,158.41584158415841,139.87221550682094,174.54095316690737,148.226028524968,143.393212230119,129.6037088498722,150.7817546710061,139,129,139,143,58.07,48.48,57.91,48.47,213.46,109.31,294.18,217.77,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,2017-11-09T16:43:00Z,2017-12-05T17:11:34Z,2018-02-15T16:56:54Z,2018-06-04T18:51:07Z,9,4,10,9
813,NA,NA,77.4928774928775,79.9838416481519,NA,NA,60.70179774299676,66.3337520104104,NA,NA,70,71,NA,NA,52.65,49.51,NA,NA,433.84,467.14,2,NA,NA,NA,or,Male,Hispanic,Y,N,N,District 1,School C,NA,NA,2018-02-12T19:47:23Z,2018-06-04T18:50:14Z,NA,NA,8,9
814,67.69745089845382,59.11330049261083,118.24425201552701,106.48464163822526,49.601068970760814,58.819767566308,79.19318590664123,100.893856423617,59,33,66,108,47.86,26.39,33.49,58.6,497.76,505.46,434.56,302.73,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,2017-11-02T16:14:24Z,2017-12-05T17:15:58Z,2018-02-12T19:37:22Z,2018-06-04T18:50:05Z,9,9,10,9
815,NA,NA,NA,84.6262341325811,NA,NA,NA,37.39154384997124,NA,NA,NA,11,NA,NA,NA,7.09,NA,NA,NA,613.94,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,NA,NA,NA,2018-06-04T19:01:30Z,NA,NA,NA,9
816,NA,NA,NA,42.18985434455048,NA,NA,NA,32.531665476046825,NA,NA,NA,25,NA,NA,NA,19.91,NA,NA,NA,429.94,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,NA,NA,NA,2018-06-04T18:58:38Z,NA,NA,NA,7
817,NA,NA,85.8433734939759,NA,NA,NA,61.60098345228474,NA,NA,NA,84,NA,NA,NA,53.12,NA,NA,NA,554.16,NA,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,NA,NA,2018-03-14T16:09:03Z,NA,NA,NA,10,NA
818,96.7233222358507,132.53012048192772,121.28801431127013,149.0027375831052,118.71763034633233,128.00833801526542,123.29310528296634,153.30985737345875,107,100,124,141,57.07,44.82,55.9,51.14,250.47,247.75,288.71,178.88,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,2017-11-02T16:13:54Z,2017-12-05T17:07:28Z,2018-02-12T19:38:29Z,2018-06-04T18:48:39Z,9,9,10,8
819,NA,NA,82.33276157804461,92.11618257261411,NA,NA,77.44082696842501,88.63304544412641,NA,NA,85,75,NA,NA,58.3,48.2,NA,NA,340.52,302.06,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,NA,NA,2018-03-14T16:03:59Z,2018-06-04T18:50:19Z,NA,NA,8,8
820,103.05343511450383,114.8625130525583,141.61108260646486,133.130081300813,107.0813447982564,115.11325091006873,116.31491702697704,147.5381816308555,94,116,144,162,52.4,57.46,58.47,59.04,294.45,198.97,309.96,208.16,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,2017-11-02T16:09:30Z,2017-12-05T17:08:51Z,2018-02-12T19:41:36Z,2018-06-04T18:49:42Z,9,7,10,9
822,NA,NA,NA,72.47298156389066,NA,NA,NA,70.86653053836828,NA,NA,NA,75,NA,NA,NA,47.19,NA,NA,NA,415.6,2,NA,NA,NA,or,Female,Hispanic,Y,N,N,District 1,School C,NA,NA,NA,2018-06-08T20:43:15Z,NA,NA,NA,9
823,NA,NA,73.2484076433121,NA,NA,NA,39.570234103055334,NA,NA,NA,23,NA,NA,NA,18.84,NA,NA,NA,401.73,NA,2,NA,NA,NA,or,Male,Hispanic,Y,N,Y,District 1,School C,NA,NA,2018-03-14T17:03:14Z,NA,NA,NA,6,NA
825,-0,44.87917146144995,78.59136783336912,76.40681466184822,20.645180407032576,24.270608899147295,49.36893174669892,57.26368193070078,1,32,62,80,-Inf,34.76,46.57,58.11,655.11,580.8199999999999,506.65000000000003,438.7,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,2017-11-02T16:23:11Z,2017-12-05T17:07:57Z,2018-02-12T19:41:21Z,2018-06-04T18:52:59Z,8,7,8,8
826,100.80645161290323,105.73566084788031,120.92250155827965,NA,85.94295345191892,91.00643527971285,106.7715277916406,NA,76,126,110,NA,44.64,60.15,48.13,NA,343.9,321.04,302.93,NA,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,2017-11-02T16:10:02Z,2017-12-05T17:09:21Z,2018-02-12T19:39:43Z,NA,9,8,9,NA
827,NA,NA,58.16207832493214,98.71244635193132,NA,NA,85.14188110357422,94.26499714029251,NA,NA,50,93,NA,NA,51.58,55.92,NA,NA,369.98,333.03,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,NA,NA,2018-03-14T16:00:21Z,2018-06-08T20:49:36Z,NA,NA,9,9
828,59.36842105263158,71.29686539643515,-0,83.36896109448482,66.12508362451682,72.36992385935028,76.2370588110019,89.14856515530434,52,62,1,66,47.5,48.81,-Inf,46.78,413.2,437.02,464.9,319.38,2,NA,NA,NA,or,Male,Hispanic,Y,N,N,District 1,School C,2017-11-02T16:12:26Z,2017-12-05T17:12:40Z,2018-02-12T19:40:56Z,2018-06-04T18:55:27Z,9,9,10,8
830,145.2,134.81989708404805,212.86031042128602,29.900332225913623,156.24554465951383,146.4490535545032,184.64332162365685,77.9933108135282,129,147,240,26,50,58.3,58.63,12.04,201.3,211,195.87,182.39,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,2017-11-02T15:36:16Z,2017-12-07T17:36:06Z,2018-02-12T18:17:07Z,2018-06-05T16:06:32Z,9,9,10,8
831,NA,NA,NA,-0,NA,NA,NA,35.55925185339823,NA,NA,NA,1,NA,NA,NA,-Inf,NA,NA,NA,212.73,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,NA,NA,NA,2018-06-05T16:12:47Z,NA,NA,NA,4
833,67.0391061452514,25.15723270440252,33.29633740288568,54.48354143019296,32.58873305529004,23.852508729965983,32.879387237719556,51.14310798223412,8,14,32,11,7.16,9.54,45.05,8.81,275.33,257.15,562.98,592.09,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,2017-11-02T15:42:17Z,2017-12-07T17:33:15Z,2018-02-12T18:12:02Z,2018-06-05T16:05:35Z,4,4,8,9
834,NA,NA,NA,-0,NA,NA,NA,27.13791831678638,NA,NA,NA,1,NA,NA,NA,-Inf,NA,NA,NA,452.26,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,NA,NA,NA,2018-06-05T16:12:30Z,NA,NA,NA,7
835,-0,NA,80.08898776418242,NA,49.62402336425738,NA,66.69454833915691,NA,1,NA,60,NA,-Inf,NA,35.96,NA,429.22,NA,487.56,NA,2,NA,NA,NA,or,Female,Hispanic,Y,Y,N,District 1,School C,2017-11-09T16:40:01Z,NA,2018-02-12T18:17:56Z,NA,8,NA,10,NA
836,49.290515309932786,50.93378607809847,NA,70.67484662576686,30.808163376107547,35.054863007319796,NA,61.88203889696447,27,27,NA,49,26.78,23.56,NA,40.75,557.31,568.9300000000001,NA,472.36,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,2017-11-09T16:46:58Z,2017-12-07T17:42:39Z,NA,2018-06-05T16:14:07Z,8,9,NA,9
837,NA,NA,83.11440171960831,112.34735413839891,NA,NA,70.40685088478662,88.11107187435152,NA,NA,58,71,NA,NA,41.87,36.85,NA,NA,500.59999999999997,342.39,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,NA,NA,2018-02-12T18:13:01Z,2018-06-05T16:09:23Z,NA,NA,10,9
838,NA,NA,35.95505617977528,68.19672131147541,NA,NA,25.304689947194547,44.65806491956764,NA,NA,15,53,NA,NA,13.35,45.75,NA,NA,554.82,434,2,NA,NA,NA,or,Female,Hispanic,Y,N,Y,District 1,School C,NA,NA,2018-02-12T18:19:59Z,2018-06-05T16:06:38Z,NA,NA,7,7
839,74.25742574257426,-0,68.47521047708138,51.470588235294116,21.196645924308946,39.64446838454422,56.737844419327544,32.1067922652454,5,1,62,11,4.04,-Inf,53.45,8.16,555.09,383.9,601.87,297.82,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,2017-11-02T15:34:41Z,2017-12-07T17:34:37Z,2018-02-12T18:16:28Z,2018-06-05T16:14:03Z,7,6,10,5
840,NA,NA,110.18651362984218,-0,NA,NA,84.71478933503718,NA,NA,NA,66,1,NA,NA,34.85,-Inf,NA,NA,345.09,NA,2,NA,NA,NA,or,Female,White,Y,N,N,District 1,School C,NA,NA,2018-02-12T18:16:01Z,2018-06-05T16:11:48Z,NA,NA,9,NA
841,NA,NA,101.86757215619694,68.04123711340206,NA,NA,66.10600554756996,78.77779557455504,NA,NA,87,92,NA,NA,47.12,48.5,NA,NA,422.28,279.56,2,NA,NA,NA,or,Female,Hispanic,Y,N,N,District 1,School C,NA,NA,2018-02-12T18:13:38Z,2018-06-05T16:12:17Z,NA,NA,10,7
842,61.211477151966,56.0856864654333,110.580204778157,109.0909090909091,77.10180724549366,74.5683335764744,97.08329918080936,97.35960220984114,54,61,111,91,47.05,51.35,58.6,48.4,391.84,389.97,369.13,318.12,2,NA,NA,NA,or,Female,Multi-Racial,Y,N,N,District 1,School C,2017-11-02T15:38:42Z,2017-12-07T17:38:06Z,2018-02-12T18:12:33Z,2018-06-05T16:07:44Z,9,8,10,9
843,50.466264399341746,40.08620689655172,74.56724367509986,86.59549228944248,31.285800086168663,39.49926931205308,45.64382273263294,48.7283044427126,63,36,66,75,54.69,46.4,45.06,50.58,578.32,503.04,429.58,506.74,2,NA,NA,NA,or,Male,Hispanic,Y,N,N,District 1,School C,2017-11-02T15:40:20Z,2017-12-07T17:38:55Z,2018-02-12T18:24:33Z,2018-06-05T16:06:02Z,9,8,7,8
844,35.052070104140206,49.673202614379086,69.94261119081779,NA,16.04941269867801,31.76469831557934,59.84254720722877,NA,35,22,70,NA,39.37,22.95,55.76,NA,636.18,512.49,394.44,NA,2,NA,NA,NA,or,Female,Multi-Racial,Y,N,N,District 1,School C,2017-11-02T15:38:35Z,2017-12-07T17:40:22Z,2018-02-12T18:13:14Z,NA,8,7,7,NA
846,NA,41.58964879852125,NA,NA,NA,49.95884517446201,NA,NA,NA,22,NA,NA,NA,21.64,NA,NA,NA,486.06000000000006,NA,NA,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,NA,2017-12-07T17:44:03Z,NA,NA,NA,8,NA,NA
847,NA,NA,61.42820578448938,72.28915662650603,NA,NA,17.599980988989735,34.79227757094607,NA,NA,41,11,NA,NA,39.07,8.3,NA,NA,629.24,405.32,2,NA,NA,NA,or,Male,Multi-Racial,Y,N,N,District 1,School C,NA,NA,2018-02-12T18:11:59Z,2018-06-05T16:08:12Z,NA,NA,8,6
848,56.2268803945746,14.002333722287048,82.95433873021648,99.68725566849102,60.020441099464485,25.069292467882107,75.49786382213468,75.95327962304346,55,26,95,93,40.55,25.71,54.97,51.16,421.79,333.2,419.81,362.87,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,2017-11-02T15:39:23Z,2017-12-07T17:39:52Z,2018-02-12T18:20:00Z,2018-06-05T16:13:49Z,8,5,9,8
849,90.63444108761328,-0,93.9334637964775,95.95959595959596,87.88775719831219,77.99231706203096,94.42648356819996,79.44943032574837,5,1,81,64,3.31,-Inf,51.1,23.76,316.43,31.38,180.29,227.37,2,NA,NA,NA,or,Male,White,Y,N,N,District 1,School C,2017-11-02T15:35:55Z,2017-12-07T17:34:16Z,2018-02-12T18:13:15Z,2018-06-05T16:07:40Z,8,1,6,7
850,111.63808828894564,118.2426324353643,100.82304526748972,NA,92.29814266413584,111.55755477917245,104.04237124357645,NA,104,113,108,NA,54.82,55.31,58.32,NA,286.44,290.91,299.71,NA,2,NA,NA,NA,or,NA,NA,NA,NA,NA,District 1,School C,2017-11-02T15:41:27Z,2017-12-07T17:34:36Z,2018-02-12T18:20:51Z,NA,9,9,9,NA
